epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,254,127,0.5,0.176656761109
2,604,829,1.37251655629,0.197364339722
3,229,1576,6.88209606987,0.388498121193
4,238,2548,10.7058823529,0.666527185549
5,227,2884,12.704845815,0.952894189768
6,176,3634,20.6477272727,1.20314178239
7,161,4354,27.0434782609,1.49641466157
8,135,4006,29.6740740741,1.81723427509
9,111,6156,55.4594594595,2.05722012225
10,103,5828,56.5825242718,2.15866271673
11,87,6797,78.1264367816,2.25992704954
12,93,8094,87.0322580645,2.30785825597
13,92,8959,97.3804347826,2.29982848367
14,89,9407,105.696629213,2.41355449642
15,86,11345,131.918604651,2.70642096244
16,93,11119,119.559139785,2.59135324904
17,87,10679,122.747126437,2.70151033994
18,84,11937,142.107142857,2.62513953341
19,71,15581,219.450704225,2.70461783904
20,78,15726,201.615384615,2.66891624559
21,68,20085,295.367647059,2.64455374619
22,66,17112,259.272727273,2.89744000936
23,69,18316,265.449275362,2.8608601335
24,68,16184,238.0,2.9448002283
25,60,19024,317.066666667,2.97300795203
26,68,18606,273.617647059,2.93935962021
27,68,17103,251.514705882,3.09696867496
28,61,18970,310.983606557,3.08111844731
29,60,18497,308.283333333,3.08707504474
30,74,15440,208.648648649,3.08687087642
31,59,17471,296.118644068,2.98113150481
32,68,18340,269.705882353,2.86948743988
33,61,19317,316.672131148,2.93544099389
34,67,20308,303.104477612,2.97936228864
35,67,19141,285.686567164,2.84412013855
36,68,16769,246.602941176,3.00258046461
37,69,19240,278.84057971,2.88021355823
38,93,11190,120.322580645,2.81576356953
39,62,18455,297.661290323,2.89246795459
40,60,18058,300.966666667,2.9431414617
41,61,20201,331.163934426,2.9183186519
42,65,18675,287.307692308,2.93587673994
43,65,20356,313.169230769,2.88251379382
44,73,15562,213.178082192,2.91607207984
45,65,19699,303.061538462,2.82822592039
46,62,19949,321.758064516,2.805775843
47,82,14217,173.37804878,2.75558499496
48,63,20604,327.047619048,2.91098605022
49,62,19529,314.983870968,2.90370174341
50,67,19275,287.686567164,2.83236167341
51,68,20386,299.794117647,2.89653928272
52,63,20037,318.047619048,2.93795745317
53,72,17065,237.013888889,2.95267420243
54,65,20297,312.261538462,2.82948755518
55,81,16340,201.728395062,2.69897258788
56,97,15719,162.051546392,2.74426984146
57,67,21193,316.313432836,2.7746284147
58,103,7697,74.7281553398,2.78178436745
59,96,12129,126.34375,2.67735901952
60,76,16863,221.881578947,2.81804378744
61,75,23145,308.6,2.82111366529
62,74,21000,283.783783784,2.80606005624
63,71,21247,299.253521127,2.88996592667
64,72,18818,261.361111111,2.87488350261
65,67,21072,314.507462687,3.00784312099
66,57,19967,350.298245614,3.00924139511
67,69,20639,299.115942029,3.01553975325
68,96,15832,164.916666667,3.06181597754
69,89,12617,141.764044944,2.9209065067
70,67,17924,267.52238806,2.89466887522
71,68,23316,342.882352941,2.89442788795
72,69,20851,302.188405797,3.10128279872
73,86,16930,196.860465116,2.95341142505
74,74,19630,265.27027027,2.86898178354
75,82,17944,218.829268293,2.96862549789
76,78,16963,217.474358974,2.85054217875
77,77,17202,223.402597403,2.81977499973
78,92,16798,182.586956522,2.85283905838
79,73,20938,286.821917808,2.92210201874
80,76,19158,252.078947368,2.9342916118
81,72,20051,278.486111111,2.89848260291
82,71,22206,312.76056338,3.0835144835
83,73,20900,286.301369863,3.04715166111
84,70,22878,326.828571429,3.09958983656
85,68,19892,292.529411765,3.0319448787
86,65,19128,294.276923077,2.94840515047
87,73,21922,300.301369863,2.9673488107
88,71,20888,294.197183099,2.97006975535
89,69,21931,317.84057971,2.92742453329
90,69,18982,275.101449275,2.92354300652
91,73,23628,323.671232877,2.95549739227
92,68,23303,342.691176471,2.85818122201
93,71,18474,260.197183099,2.87957797322
94,69,23074,334.405797101,2.95403349224
95,65,23117,355.646153846,2.91532408446
96,78,20937,268.423076923,2.82193786483
97,68,22396,329.352941176,2.80522207595
98,72,19642,272.805555556,3.11151120715
99,73,21064,288.547945205,2.98513436873
100,81,19680,242.962962963,2.9503513651
101,71,21753,306.38028169,2.77560961433
102,76,19126,251.657894737,3.02498374235
103,78,18138,232.538461538,3.06192317102
104,73,19372,265.369863014,2.90236510571
105,66,21552,326.545454545,2.90125140965
106,76,19167,252.197368421,2.91987158723
107,73,19496,267.068493151,3.10296885464
108,65,18916,291.015384615,2.90041848697
109,67,18270,272.686567164,2.83219766088
110,72,20874,289.916666667,2.8427840567
111,70,21232,303.314285714,2.86391178697
112,74,18631,251.77027027,2.90627248965
113,73,22697,310.917808219,2.82602120344
114,71,21721,305.929577465,2.91783754565
115,65,21719,334.138461538,2.98472586095
116,73,22868,313.260273973,2.94606771763
117,72,22223,308.652777778,2.96472380545
118,63,21581,342.555555556,2.81466798324
119,70,20593,294.185714286,2.84073991716
120,65,22328,343.507692308,2.815922256
121,71,22919,322.802816901,2.71183440719
122,63,20537,325.984126984,2.92262511328
123,76,15558,204.710526316,2.81627210185
124,66,21965,332.803030303,2.96110031184
125,69,22567,327.057971014,2.90724768952
126,63,23541,373.666666667,2.84384391926
127,72,16779,233.041666667,2.89404626783
128,74,23224,313.837837838,2.79765629996
129,67,20125,300.373134328,2.73798385322
130,75,22065,294.2,2.85822851904
131,72,19234,267.138888889,2.72187579278
132,69,21969,318.391304348,2.69791025341
133,71,20708,291.661971831,2.62991312917
