epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,144,-3020,-20.9722222222,-0.221912312191
2,164,-3444,-21.0,-0.656898717051
3,117,-2455,-20.9829059829,-0.897657166347
4,148,-3053,-20.6283783784,-1.14579188564
5,122,-2497,-20.4672131148,-1.29187771625
6,81,-1543,-19.049382716,-1.34865309585
7,68,-1359,-19.9852941176,-1.35287514892
8,51,-948,-18.5882352941,-1.22707849727
9,49,-898,-18.3265306122,-1.13342640425
10,54,-1056,-19.5555555556,-0.955364222536
11,38,-709,-18.6578947368,-0.854525175123
12,41,-760,-18.5365853659,-0.718872346436
13,40,-729,-18.225,-0.640837908059
14,34,-612,-18.0,-0.641273949139
15,31,-514,-16.5806451613,-0.556989831408
16,34,-579,-17.0294117647,-0.539101485861
17,28,-485,-17.3214285714,-0.430671772254
18,28,-446,-15.9285714286,-0.344831838142
19,28,-432,-15.4285714286,-0.283753731336
20,24,-362,-15.0833333333,-0.272523302587
21,25,-311,-12.44,-0.260442163481
22,27,-437,-16.1851851852,-0.229642223822
23,22,-300,-13.6363636364,-0.235535528552
24,19,-231,-12.1578947368,-0.2268420823
25,21,-254,-12.0952380952,-0.153807498005
26,23,-316,-13.7391304348,-0.139799429647
27,23,-364,-15.8260869565,-0.148218232206
28,24,-185,-7.70833333333,-0.0858323663275
29,21,-290,-13.8095238095,-0.0987312010187
30,24,-353,-14.7083333333,-0.103225754057
31,23,-315,-13.6956521739,-0.0986589597818
32,17,-188,-11.0588235294,-0.115733411741
33,17,-221,-13.0,-0.126362448556
34,17,-181,-10.6470588235,-0.129435305654
35,18,-112,-6.22222222222,-0.0981663382077
36,15,-137,-9.13333333333,-0.0605931159249
37,15,-100,-6.66666666667,-0.0292321843049
38,13,-82,-6.30769230769,-0.0374544294714
39,16,-130,-8.125,-0.0461692937685
40,12,-31,-2.58333333333,-0.0219938772218
41,12,-49,-4.08333333333,-0.0141785973811
42,14,-95,-6.78571428571,0.000633403919637
43,11,-58,-5.27272727273,0.00634485194925
44,12,-83,-6.91666666667,0.0353005885112
45,13,-7,-0.538461538462,0.0661630321958
46,12,-91,-7.58333333333,0.0332238085289
47,12,-8,-0.666666666667,0.0385062362184
48,14,-36,-2.57142857143,-0.0038221814367
49,13,-2,-0.153846153846,0.0138764532749
50,18,150,8.33333333333,0.0114036599861
51,14,40,2.85714285714,0.0192638953135
52,14,53,3.78571428571,0.0482172805746
53,16,60,3.75,0.0510566931544
54,15,57,3.8,0.0555348423484
55,17,106,6.23529411765,0.101462859391
56,18,65,3.61111111111,0.0932710135542
57,16,104,6.5,0.0915663759899
58,15,97,6.46666666667,0.108056698112
59,17,158,9.29411764706,0.120933169042
60,20,98,4.9,0.151898940523
61,15,80,5.33333333333,0.149204950479
62,17,197,11.5882352941,0.154407020079
63,18,187,10.3888888889,0.140904358441
64,18,209,11.6111111111,0.180733377078
65,20,223,11.15,0.18491701692
66,21,235,11.1904761905,0.185226549602
67,20,256,12.8,0.20643710141
68,21,239,11.380952381,0.209737830294
69,23,317,13.7826086957,0.193304494078
70,22,321,14.5909090909,0.205221590406
71,23,300,13.0434782609,0.250487917082
72,26,401,15.4230769231,0.255480199044
73,23,302,13.1304347826,0.26250357778
74,19,157,8.26315789474,0.282221666274
75,23,272,11.8260869565,0.264677820071
76,24,359,14.9583333333,0.263219751494
77,22,314,14.2727272727,0.271434954286
78,23,270,11.7391304348,0.281182980577
79,21,255,12.1428571429,0.293554785472
80,27,404,14.962962963,0.302308394767
81,33,549,16.6363636364,0.305755044241
82,34,544,16.0,0.287141216407
83,35,601,17.1714285714,0.304956742274
84,33,345,10.4545454545,0.311465145831
85,36,605,16.8055555556,0.312757796752
86,38,680,17.8947368421,0.327660628416
87,35,593,16.9428571429,0.32839825272
88,38,676,17.7894736842,0.350837212983
89,39,695,17.8205128205,0.339568275195
90,38,515,13.5526315789,0.34090570082
91,40,559,13.975,0.350547833816
92,42,753,17.9285714286,0.362894492692
93,42,765,18.2142857143,0.363534269303
94,43,755,17.5581395349,0.376822612971
95,42,723,17.2142857143,0.387254514686
96,46,837,18.1956521739,0.425822429287
97,48,886,18.4583333333,0.443894016936
98,48,852,17.75,0.474171601571
99,48,882,18.375,0.481215565028
100,46,822,17.8695652174,0.482511100096
101,48,873,18.1875,0.466880603298
102,50,904,18.08,0.458969122414
103,48,856,17.8333333333,0.468340319474
104,49,825,16.8367346939,0.46718455808
105,48,879,18.3125,0.463089848866
106,49,900,18.3673469388,0.476059262336
107,51,941,18.4509803922,0.468525320955
108,49,916,18.693877551,0.492329371306
109,49,913,18.6326530612,0.47278871635
110,49,865,17.6530612245,0.46234078336
111,50,928,18.56,0.48113253701
112,50,973,19.46,0.487118294491
113,51,962,18.862745098,0.489243871861
114,51,955,18.7254901961,0.509615946799
115,49,904,18.4489795918,0.517502046849
116,49,895,18.2653061224,0.521164795964
117,52,980,18.8461538462,0.529299969152
118,51,947,18.568627451,0.523277551548
119,51,949,18.6078431373,0.515975581952
120,50,929,18.58,0.55597486607
121,51,969,19.0,0.559407757821
122,54,1013,18.7592592593,0.581874748438
123,51,970,19.0196078431,0.570082823208
124,53,1009,19.0377358491,0.586756568549
125,51,948,18.5882352941,0.579576924054
126,51,969,19.0,0.58616578555
127,51,949,18.6078431373,0.556947344779
128,52,980,18.8461538462,0.570931847
129,53,991,18.6981132075,0.578369233171
130,54,1036,19.1851851852,0.582441027688
131,53,1015,19.1509433962,0.564855823379
132,53,998,18.8301886792,0.570108254682
133,55,1059,19.2545454545,0.566173339998
134,50,922,18.44,0.545626396227
135,51,953,18.6862745098,0.553542508872
136,51,899,17.6274509804,0.546409451175
137,53,1007,19.0,0.539149874612
138,52,983,18.9038461538,0.551918594886
139,52,940,18.0769230769,0.552530590552
140,51,950,18.6274509804,0.531814596767
141,53,992,18.7169811321,0.555140056277
142,54,1050,19.4444444444,0.58571158404
143,53,1003,18.9245283019,0.604922708131
144,52,991,19.0576923077,0.583798799561
145,54,1021,18.9074074074,0.600966161164
146,52,983,18.9038461538,0.591647817001
147,55,1051,19.1090909091,0.604388171188
148,54,1041,19.2777777778,0.59439042368
149,54,1012,18.7407407407,0.575490392027
150,55,1040,18.9090909091,0.581796077299
151,52,982,18.8846153846,0.592177962689
152,52,984,18.9230769231,0.573069108634
153,55,1062,19.3090909091,0.604697037085
154,53,1002,18.9056603774,0.572288048069
155,49,908,18.5306122449,0.572800825972
156,51,967,18.9607843137,0.568800180594
157,55,1044,18.9818181818,0.562849239805
158,53,1020,19.2452830189,0.571648643843
159,54,1016,18.8148148148,0.572916359026
160,53,968,18.2641509434,0.574053155945
161,53,969,18.2830188679,0.574880753479
162,51,968,18.9803921569,0.56035492199
163,54,1032,19.1111111111,0.548517969917
164,50,755,15.1,0.55002975944
165,54,1029,19.0555555556,0.549224469084
166,53,993,18.7358490566,0.559585109749
167,54,1042,19.2962962963,0.570727507931
168,53,983,18.5471698113,0.576495916492
169,54,1037,19.2037037037,0.569707160108
170,52,963,18.5192307692,0.581160787765
171,51,949,18.6078431373,0.573476409246
172,54,1020,18.8888888889,0.574772415985
173,53,1000,18.8679245283,0.583215412777
174,56,1072,19.1428571429,0.577554850476
175,55,1037,18.8545454545,0.56566946835
176,53,988,18.641509434,0.559732704577
177,53,995,18.7735849057,0.539242179471
178,54,992,18.3703703704,0.538339411935
179,52,982,18.8846153846,0.545176792771
180,53,918,17.320754717,0.559905289561
181,55,1063,19.3272727273,0.55346153253
182,51,960,18.8235294118,0.581395199825
183,55,1040,18.9090909091,0.58507305511
184,55,1067,19.4,0.588696355042
185,55,1058,19.2363636364,0.568437093776
186,53,1011,19.0754716981,0.580906350308
187,54,1031,19.0925925926,0.595161753455
188,55,1031,18.7454545455,0.593149461083
189,53,955,18.0188679245,0.600589703026
190,53,1017,19.1886792453,0.567240748995
191,54,1036,19.1851851852,0.543705733095
192,53,998,18.8301886792,0.538611622683
193,53,1018,19.2075471698,0.547447631035
194,52,981,18.8653846154,0.568216168019
195,53,1004,18.9433962264,0.57314839127
196,53,1000,18.8679245283,0.58159951329
197,53,984,18.5660377358,0.564011643231
198,54,1033,19.1296296296,0.574889097139
199,55,1057,19.2181818182,0.573894558279
200,55,1025,18.6363636364,0.568740511816
