epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,140,-2909,-20.7785714286,-0.397105258908
2,92,-1879,-20.4239130435,-0.51270486778
3,58,-1124,-19.3793103448,-0.61690753389
4,46,-814,-17.6956521739,-0.693425445637
5,34,-548,-16.1176470588,-0.626994431865
6,30,-433,-14.4333333333,-0.476027017921
7,19,-170,-8.94736842105,-0.35343104624
8,18,-186,-10.3333333333,-0.273689606073
9,15,-107,-7.13333333333,-0.231195927427
10,12,-60,-5.0,-0.180894223028
11,13,-3,-0.230769230769,-0.0997146747977
12,15,-121,-8.06666666667,-0.0611665970596
13,12,44,3.66666666667,-0.0389568821291
14,14,103,7.35714285714,0.0461950104765
15,14,119,8.5,0.0632069035328
16,12,113,9.41666666667,0.0900508216419
17,16,185,11.5625,0.0998830102867
18,21,284,13.5238095238,0.151742421855
19,24,381,15.875,0.165695719669
20,19,271,14.2631578947,0.195212691412
21,31,526,16.9677419355,0.196546439852
22,23,337,14.652173913,0.206637978982
23,34,588,17.2941176471,0.242026672987
24,32,559,17.46875,0.270220651198
25,38,686,18.0526315789,0.316266988006
26,37,682,18.4324324324,0.312739063597
27,30,498,16.6,0.348082233639
28,39,725,18.5897435897,0.362251422962
29,41,783,19.0975609756,0.396852254304
30,37,694,18.7567567568,0.418297661464
31,36,621,17.25,0.435664591426
32,39,730,18.7179487179,0.450269602677
33,43,834,19.3953488372,0.452134535285
34,46,899,19.5434782609,0.479369580979
35,46,908,19.7391304348,0.503588047908
36,46,880,19.1304347826,0.522128578983
37,31,522,16.8387096774,0.527431010138
38,52,1029,19.7884615385,0.533597283987
39,53,1028,19.3962264151,0.530414475589
40,51,1004,19.6862745098,0.565633106683
41,53,1050,19.8113207547,0.55400193186
42,53,1040,19.6226415094,0.568808724112
43,54,1052,19.4814814815,0.576527731433
44,57,1125,19.7368421053,0.567375183245
45,55,1089,19.8,0.550319169699
46,55,1074,19.5272727273,0.565174455759
47,55,1079,19.6181818182,0.55521936683
48,56,1114,19.8928571429,0.575422643176
49,56,1092,19.5,0.567151943152
50,56,1108,19.7857142857,0.574652590468
51,56,1096,19.5714285714,0.589774356787
52,53,1044,19.6981132075,0.617699124208
53,51,982,19.2549019608,0.60508677396
54,41,698,17.0243902439,0.609866705677
55,52,1025,19.7115384615,0.612365785623
56,55,1088,19.7818181818,0.610658541052
57,55,1077,19.5818181818,0.623899565451
